Source,Destination,Status,Total bytes,Total GB,Migrated bytes,Migrated GB,GB not migrated,Total scanned item,Total to be migrated,Migrated items,Items not migrated,Warning count,Start time,End time,Duration,GB/hour,Round number,Workflow ID,Task ID,Log Path
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma","https://microsoft-my.sharepoint-df.com/personal/sibourda_microsoft_com","In progress","253462733","0.24","0","0","0.24","7601","1938","0","0","0","10/30/2018 8:51:33 AM","","0:41:03","0","1","75acbe10-3f85-43c8-8507-a1a214c92b78","486152c7-9c82-4cee-8300-1e807d62a6c8","C:\Users\bourd\AppData\Roaming\Microsoft\MigrationTool\microsoft.com\WF_75acbe10\Report\TaskReport_486152c7"
