Structure type,Structure title,Operation,Status,Details,Source structure URL,Destination structure URL,Source structure ID,Destination structure ID,Time stamp
"Field","Level","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","43bdd51b-3c5b-4e78-90a8-fb2087f71e70","43bdd51b-3c5b-4e78-90a8-fb2087f71e70",""
"Field","Level","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","43bdd51b-3c5b-4e78-90a8-fb2087f71e70","43bdd51b-3c5b-4e78-90a8-fb2087f71e70",""
"Field","Is Current Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","c101c3e7-122d-4d4d-bc34-58e94a38c816","c101c3e7-122d-4d4d-bc34-58e94a38c816",""
"Field","Is Current Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","c101c3e7-122d-4d4d-bc34-58e94a38c816","c101c3e7-122d-4d4d-bc34-58e94a38c816",""
"Field","Item Child Count","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","b824e17e-a1b3-426e-aecf-f0184d900485","b824e17e-a1b3-426e-aecf-f0184d900485",""
"Field","Item Child Count","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","b824e17e-a1b3-426e-aecf-f0184d900485","b824e17e-a1b3-426e-aecf-f0184d900485",""
"Field","Folder Child Count","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","960ff01f-2b6d-4f1b-9c3f-e19ad8927341","960ff01f-2b6d-4f1b-9c3f-e19ad8927341",""
"Field","Folder Child Count","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","960ff01f-2b6d-4f1b-9c3f-e19ad8927341","960ff01f-2b6d-4f1b-9c3f-e19ad8927341",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","b1f7969b-ea65-42e1-8b54-b588292635f2","b1f7969b-ea65-42e1-8b54-b588292635f2",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","b1f7969b-ea65-42e1-8b54-b588292635f2","b1f7969b-ea65-42e1-8b54-b588292635f2",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","5f47e085-2150-41dc-b661-442f3027f552","5f47e085-2150-41dc-b661-442f3027f552",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","5f47e085-2150-41dc-b661-442f3027f552","5f47e085-2150-41dc-b661-442f3027f552",""
"Field","Edit","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","503f1caa-358e-4918-9094-4a2cdc4bc034","503f1caa-358e-4918-9094-4a2cdc4bc034",""
"Field","Edit","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","503f1caa-358e-4918-9094-4a2cdc4bc034","503f1caa-358e-4918-9094-4a2cdc4bc034",""
"Field","owshiddenversion","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5",""
"Field","owshiddenversion","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5",""
"Field","UI Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","7841bf41-43d0-4434-9f50-a673baef7631","7841bf41-43d0-4434-9f50-a673baef7631",""
"Field","UI Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","7841bf41-43d0-4434-9f50-a673baef7631","7841bf41-43d0-4434-9f50-a673baef7631",""
"Field","Version","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","dce8262a-3ae9-45aa-aab4-83bd75fb738a","dce8262a-3ae9-45aa-aab4-83bd75fb738a",""
"Field","Version","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","dce8262a-3ae9-45aa-aab4-83bd75fb738a","dce8262a-3ae9-45aa-aab4-83bd75fb738a",""
"Field","Instance ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","50a54da4-1528-4e67-954a-e2d24f1e9efb","50a54da4-1528-4e67-954a-e2d24f1e9efb",""
"Field","Instance ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","50a54da4-1528-4e67-954a-e2d24f1e9efb","50a54da4-1528-4e67-954a-e2d24f1e9efb",""
"Field","Order","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","ca4addac-796f-4b23-b093-d2a3f65c0774","ca4addac-796f-4b23-b093-d2a3f65c0774",""
"Field","Order","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","ca4addac-796f-4b23-b093-d2a3f65c0774","ca4addac-796f-4b23-b093-d2a3f65c0774",""
"Field","GUID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","ae069f25-3ac2-4256-b9c3-15dbc15da0e0","ae069f25-3ac2-4256-b9c3-15dbc15da0e0",""
"Field","GUID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","ae069f25-3ac2-4256-b9c3-15dbc15da0e0","ae069f25-3ac2-4256-b9c3-15dbc15da0e0",""
"Field","Workflow Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","f1e020bc-ba26-443f-bf2f-b68715017bbc","f1e020bc-ba26-443f-bf2f-b68715017bbc",""
"Field","Workflow Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","f1e020bc-ba26-443f-bf2f-b68715017bbc","f1e020bc-ba26-443f-bf2f-b68715017bbc",""
"Field","Workflow Instance ID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","de8beacf-5505-47cd-80a6-aa44e7ffe2f4","de8beacf-5505-47cd-80a6-aa44e7ffe2f4",""
"Field","Workflow Instance ID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","de8beacf-5505-47cd-80a6-aa44e7ffe2f4","de8beacf-5505-47cd-80a6-aa44e7ffe2f4",""
"Field","Source Version (Converted Document)","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","bc1a8efb-0f4c-49f8-a38f-7fe22af3d3e0","bc1a8efb-0f4c-49f8-a38f-7fe22af3d3e0",""
"Field","Source Version (Converted Document)","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","bc1a8efb-0f4c-49f8-a38f-7fe22af3d3e0","bc1a8efb-0f4c-49f8-a38f-7fe22af3d3e0",""
"Field","Source Name (Converted Document)","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","774eab3a-855f-4a34-99da-69dc21043bec","774eab3a-855f-4a34-99da-69dc21043bec",""
"Field","Source Name (Converted Document)","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","774eab3a-855f-4a34-99da-69dc21043bec","774eab3a-855f-4a34-99da-69dc21043bec",""
"Field","Document Concurrency Number","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","8e69e8e8-df8a-45dc-858a-1b806dde24c0","8e69e8e8-df8a-45dc-858a-1b806dde24c0",""
"Field","Merge","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","e52012a0-51eb-4c0c-8dfb-9b8a0ebedcb6","e52012a0-51eb-4c0c-8dfb-9b8a0ebedcb6",""
"Field","Merge","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","e52012a0-51eb-4c0c-8dfb-9b8a0ebedcb6","e52012a0-51eb-4c0c-8dfb-9b8a0ebedcb6",""
"Field","Relink","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","5d36727b-bcb2-47d2-a231-1f0bc63b7439","5d36727b-bcb2-47d2-a231-1f0bc63b7439",""
"Field","Relink","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","5d36727b-bcb2-47d2-a231-1f0bc63b7439","5d36727b-bcb2-47d2-a231-1f0bc63b7439",""
"Content type","Document","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","0x010100FC31B34A449EF749860F6ADA2B234DE7","0x010100902E4DBD72E9A44CB0C673D0FF39B1C3",""
"Content type","Folder","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","0x0120009A9C214A3C0E734F8D82527B2496E249","0x012000510B46CE2393874BAD84F65B8666CC87",""
"View","All Documents","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","361c4795-376b-45ed-a67b-71fec73eb3a5","78cb63f5-634d-4969-bdc7-80bb4b7fd6f6",""
"View","Merge Documents","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","a9a8bab3-8232-4866-86d8-4d7ff271d62d","d2a02962-4857-4339-b6ef-1e92dee66f0d",""
"View","Relink Documents","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","e185ed0d-6662-4651-a131-cd8ccdb15a66","4ac894b1-9c78-436e-98d8-4649fc6e3bf8",""
"View","assetLibTemp","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","31c55a27-7cc0-489c-a38c-92ee1091854e","3b68e34b-725f-4703-b3dd-c05372729328",""
"View","RssView","Created","Success","","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","76f58afe-64fd-44d4-bcad-213292e8ce71","3f907e94-d099-450e-b5bc-ff62e6f54eed","2018-10-26 17:00:12"
"Field","ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","1d22ea11-1e32-424e-89ab-9fedbadb6ce1","1d22ea11-1e32-424e-89ab-9fedbadb6ce1",""
"Field","Content Type ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","03e45e84-1992-4d42-9116-26f756012634","03e45e84-1992-4d42-9116-26f756012634",""
"Field","Unique Id","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","4b7403de-8d94-43e8-9f0f-137a3e298126","4b7403de-8d94-43e8-9f0f-137a3e298126",""
"Field","Created","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","8c06beca-0777-48f7-91c7-6da68bc07b69","8c06beca-0777-48f7-91c7-6da68bc07b69",""
"Field","Modified","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f",""
"Field","Created By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","1df5e554-ec7e-46a6-901d-d85a3881cb18","1df5e554-ec7e-46a6-901d-d85a3881cb18",""
"Field","Modified By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","d31655d1-1d5b-4511-95a1-7a09e9b75bf2","d31655d1-1d5b-4511-95a1-7a09e9b75bf2",""
"Field","URL Path","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","94f89715-e097-4e8b-ba79-ea02aa8b7adb","94f89715-e097-4e8b-ba79-ea02aa8b7adb",""
"Field","Name","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","8553196d-ec8d-4564-9861-3dbe931050c8","8553196d-ec8d-4564-9861-3dbe931050c8",""
"Field","Approver Comments","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","34ad21eb-75bd-4544-8c73-0e08330291fe","34ad21eb-75bd-4544-8c73-0e08330291fe",""
"Field","Document Modified By","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","822c78e3-1ea9-4943-b449-57863ad33ca9","822c78e3-1ea9-4943-b449-57863ad33ca9",""
"Field","Document Created By","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","4dd7e525-8d6b-4cb4-9d3e-44ee25f973eb","4dd7e525-8d6b-4cb4-9d3e-44ee25f973eb",""
"Field","File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","39360f11-34cf-4356-9945-25c44e68dade","39360f11-34cf-4356-9945-25c44e68dade",""
"Field","HTML File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","0c5e0085-eb30-494b-9cdd-ece1d3c649a2","0c5e0085-eb30-494b-9cdd-ece1d3c649a2",""
"Field","Source URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","c63a459d-54ba-4ab7-933a-dcf1c6fadec2","c63a459d-54ba-4ab7-933a-dcf1c6fadec2",""
"Field","Shared File Index","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","034998e9-bf1c-4288-bbbd-00eacfc64410","034998e9-bf1c-4288-bbbd-00eacfc64410",""
"Field","Title","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","fa564e0f-0c70-4ab9-b863-0177e6ddd247","fa564e0f-0c70-4ab9-b863-0177e6ddd247",""
"Field","Template Link","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","4b1bf6c6-4f39-45ac-acd5-16fe7a214e5e","4b1bf6c6-4f39-45ac-acd5-16fe7a214e5e",""
"Field","HTML File Link","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","cd1ecb9f-dd4e-4f29-ab9e-e9ff40048d64","cd1ecb9f-dd4e-4f29-ab9e-e9ff40048d64",""
"Field","Is Signed","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","fbf29b2d-cae5-49aa-8e0a-29955b540122","fbf29b2d-cae5-49aa-8e0a-29955b540122",""
"Field","Document ID Value","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","ae3e2a36-125d-45d3-9051-744b513536a6","ae3e2a36-125d-45d3-9051-744b513536a6",""
"Field","Document ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","3b63724f-3418-461f-868b-7706f69b029c","3b63724f-3418-461f-868b-7706f69b029c",""
"Field","Persist ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","c010d384-479c-494f-968c-c413dbe3de29","c010d384-479c-494f-968c-c413dbe3de29",""
"Field","Content Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","c042a256-787d-4a6f-8a8a-cf6ab767f12d","c042a256-787d-4a6f-8a8a-cf6ab767f12d",""
"Field","Has Copy Destinations","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","26d0756c-986a-48a7-af35-bf18ab85ff4a","26d0756c-986a-48a7-af35-bf18ab85ff4a",""
"Field","Copy Source","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","6b4e226d-3d88-4a36-808d-a129bf52bccf","6b4e226d-3d88-4a36-808d-a129bf52bccf",""
"Field","Path","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","56605df6-8fa1-47e4-a04c-5b384d59609f","56605df6-8fa1-47e4-a04c-5b384d59609f",""
"Field","Modified","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","173f76c8-aebd-446a-9bc9-769a2bd2c18f","173f76c8-aebd-446a-9bc9-769a2bd2c18f",""
"Field","Created","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","998b5cff-4a35-47a7-92f3-3914aa6aa4a2","998b5cff-4a35-47a7-92f3-3914aa6aa4a2",""
"Field","File Size","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","8fca95c0-9b7d-456f-8dae-b41ee2728b85","8fca95c0-9b7d-456f-8dae-b41ee2728b85",""
"Field","Item Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","30bb605f-5bae-48fe-b4e3-1f81d9772af9","30bb605f-5bae-48fe-b4e3-1f81d9772af9",""
"Field","Sort Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","423874f8-c300-4bfb-b7a1-42e2159e3b19","423874f8-c300-4bfb-b7a1-42e2159e3b19",""
"Field","Effective Permissions Mask","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","ba3c27ee-4791-4867-8821-ff99000bac98","ba3c27ee-4791-4867-8821-ff99000bac98",""
"Field","ID of the User who has the item Checked Out","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","a7b731a3-1df1-4d74-a5c6-e2efba617ae2","a7b731a3-1df1-4d74-a5c6-e2efba617ae2",""
"Field","Is Checked out to local","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","cfaabd0f-bdbd-4bc2-b375-1e779e2cad08","cfaabd0f-bdbd-4bc2-b375-1e779e2cad08",""
"Field","Checked Out To","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","3881510a-4e4a-4ee8-b102-8ee8e2d0dd4b","3881510a-4e4a-4ee8-b102-8ee8e2d0dd4b",""
"Field","Client Id","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","6d2c4fde-3605-428e-a236-ce5f3dc2b4d4","6d2c4fde-3605-428e-a236-ce5f3dc2b4d4",""
"Field","ScopeId","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","dddd2420-b270-4735-93b5-92b713d0944d","dddd2420-b270-4735-93b5-92b713d0944d",""
"Field","Virus Status","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","4a389cb9-54dd-4287-a71a-90ff362028bc","4a389cb9-54dd-4287-a71a-90ff362028bc",""
