Structure type,Structure title,Operation,Status,Details,Source structure URL,Destination structure URL,Source structure ID,Destination structure ID,Time stamp
"Field","Created","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","8c06beca-0777-48f7-91c7-6da68bc07b69","8c06beca-0777-48f7-91c7-6da68bc07b69",""
"Field","Modified","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f",""
"Field","Modified","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f",""
"Field","Created By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","1df5e554-ec7e-46a6-901d-d85a3881cb18","1df5e554-ec7e-46a6-901d-d85a3881cb18",""
"Field","Created By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","1df5e554-ec7e-46a6-901d-d85a3881cb18","1df5e554-ec7e-46a6-901d-d85a3881cb18",""
"Field","Modified By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","d31655d1-1d5b-4511-95a1-7a09e9b75bf2","d31655d1-1d5b-4511-95a1-7a09e9b75bf2",""
"Field","Modified By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","d31655d1-1d5b-4511-95a1-7a09e9b75bf2","d31655d1-1d5b-4511-95a1-7a09e9b75bf2",""
"Field","URL Path","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","94f89715-e097-4e8b-ba79-ea02aa8b7adb","94f89715-e097-4e8b-ba79-ea02aa8b7adb",""
"Field","URL Path","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","94f89715-e097-4e8b-ba79-ea02aa8b7adb","94f89715-e097-4e8b-ba79-ea02aa8b7adb",""
"Field","Name","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","8553196d-ec8d-4564-9861-3dbe931050c8","8553196d-ec8d-4564-9861-3dbe931050c8",""
"Field","Name","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","8553196d-ec8d-4564-9861-3dbe931050c8","8553196d-ec8d-4564-9861-3dbe931050c8",""
"Field","Approver Comments","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","34ad21eb-75bd-4544-8c73-0e08330291fe","34ad21eb-75bd-4544-8c73-0e08330291fe",""
"Field","Approver Comments","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","34ad21eb-75bd-4544-8c73-0e08330291fe","34ad21eb-75bd-4544-8c73-0e08330291fe",""
"Field","Document Modified By","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","822c78e3-1ea9-4943-b449-57863ad33ca9","822c78e3-1ea9-4943-b449-57863ad33ca9",""
"Field","Document Modified By","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","822c78e3-1ea9-4943-b449-57863ad33ca9","822c78e3-1ea9-4943-b449-57863ad33ca9",""
"Field","Document Created By","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","4dd7e525-8d6b-4cb4-9d3e-44ee25f973eb","4dd7e525-8d6b-4cb4-9d3e-44ee25f973eb",""
"Field","Document Created By","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","4dd7e525-8d6b-4cb4-9d3e-44ee25f973eb","4dd7e525-8d6b-4cb4-9d3e-44ee25f973eb",""
"Field","File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","39360f11-34cf-4356-9945-25c44e68dade","39360f11-34cf-4356-9945-25c44e68dade",""
"Field","File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","39360f11-34cf-4356-9945-25c44e68dade","39360f11-34cf-4356-9945-25c44e68dade",""
"Field","HTML File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","0c5e0085-eb30-494b-9cdd-ece1d3c649a2","0c5e0085-eb30-494b-9cdd-ece1d3c649a2",""
"Field","HTML File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","0c5e0085-eb30-494b-9cdd-ece1d3c649a2","0c5e0085-eb30-494b-9cdd-ece1d3c649a2",""
"Field","Source URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","c63a459d-54ba-4ab7-933a-dcf1c6fadec2","c63a459d-54ba-4ab7-933a-dcf1c6fadec2",""
"Field","Source URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","c63a459d-54ba-4ab7-933a-dcf1c6fadec2","c63a459d-54ba-4ab7-933a-dcf1c6fadec2",""
"Field","Shared File Index","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","034998e9-bf1c-4288-bbbd-00eacfc64410","034998e9-bf1c-4288-bbbd-00eacfc64410",""
"Field","Shared File Index","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","034998e9-bf1c-4288-bbbd-00eacfc64410","034998e9-bf1c-4288-bbbd-00eacfc64410",""
"Field","Title","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","fa564e0f-0c70-4ab9-b863-0177e6ddd247","fa564e0f-0c70-4ab9-b863-0177e6ddd247",""
"Field","Title","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","fa564e0f-0c70-4ab9-b863-0177e6ddd247","fa564e0f-0c70-4ab9-b863-0177e6ddd247",""
"Field","Template Link","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","4b1bf6c6-4f39-45ac-acd5-16fe7a214e5e","4b1bf6c6-4f39-45ac-acd5-16fe7a214e5e",""
"Field","Template Link","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","4b1bf6c6-4f39-45ac-acd5-16fe7a214e5e","4b1bf6c6-4f39-45ac-acd5-16fe7a214e5e",""
"Field","HTML File Link","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","cd1ecb9f-dd4e-4f29-ab9e-e9ff40048d64","cd1ecb9f-dd4e-4f29-ab9e-e9ff40048d64",""
"Field","HTML File Link","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","cd1ecb9f-dd4e-4f29-ab9e-e9ff40048d64","cd1ecb9f-dd4e-4f29-ab9e-e9ff40048d64",""
"Field","Is Signed","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","fbf29b2d-cae5-49aa-8e0a-29955b540122","fbf29b2d-cae5-49aa-8e0a-29955b540122",""
"Field","Is Signed","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","fbf29b2d-cae5-49aa-8e0a-29955b540122","fbf29b2d-cae5-49aa-8e0a-29955b540122",""
"Field","Document ID Value","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","ae3e2a36-125d-45d3-9051-744b513536a6","ae3e2a36-125d-45d3-9051-744b513536a6",""
"Field","Document ID Value","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","ae3e2a36-125d-45d3-9051-744b513536a6","ae3e2a36-125d-45d3-9051-744b513536a6",""
"Field","Document ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","3b63724f-3418-461f-868b-7706f69b029c","3b63724f-3418-461f-868b-7706f69b029c",""
"Field","Document ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","3b63724f-3418-461f-868b-7706f69b029c","3b63724f-3418-461f-868b-7706f69b029c",""
"Field","Persist ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","c010d384-479c-494f-968c-c413dbe3de29","c010d384-479c-494f-968c-c413dbe3de29",""
"Field","Persist ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","c010d384-479c-494f-968c-c413dbe3de29","c010d384-479c-494f-968c-c413dbe3de29",""
"Field","Content Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","c042a256-787d-4a6f-8a8a-cf6ab767f12d","c042a256-787d-4a6f-8a8a-cf6ab767f12d",""
"Field","Content Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","c042a256-787d-4a6f-8a8a-cf6ab767f12d","c042a256-787d-4a6f-8a8a-cf6ab767f12d",""
"Field","Has Copy Destinations","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","26d0756c-986a-48a7-af35-bf18ab85ff4a","26d0756c-986a-48a7-af35-bf18ab85ff4a",""
"Field","Has Copy Destinations","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","26d0756c-986a-48a7-af35-bf18ab85ff4a","26d0756c-986a-48a7-af35-bf18ab85ff4a",""
"Field","Copy Source","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","6b4e226d-3d88-4a36-808d-a129bf52bccf","6b4e226d-3d88-4a36-808d-a129bf52bccf",""
"Field","Copy Source","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","6b4e226d-3d88-4a36-808d-a129bf52bccf","6b4e226d-3d88-4a36-808d-a129bf52bccf",""
"Field","Path","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","56605df6-8fa1-47e4-a04c-5b384d59609f","56605df6-8fa1-47e4-a04c-5b384d59609f",""
"Field","Path","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","56605df6-8fa1-47e4-a04c-5b384d59609f","56605df6-8fa1-47e4-a04c-5b384d59609f",""
"Field","Modified","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","173f76c8-aebd-446a-9bc9-769a2bd2c18f","173f76c8-aebd-446a-9bc9-769a2bd2c18f",""
"Field","Modified","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","173f76c8-aebd-446a-9bc9-769a2bd2c18f","173f76c8-aebd-446a-9bc9-769a2bd2c18f",""
"Field","Created","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","998b5cff-4a35-47a7-92f3-3914aa6aa4a2","998b5cff-4a35-47a7-92f3-3914aa6aa4a2",""
"Field","Created","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","998b5cff-4a35-47a7-92f3-3914aa6aa4a2","998b5cff-4a35-47a7-92f3-3914aa6aa4a2",""
"Field","File Size","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","8fca95c0-9b7d-456f-8dae-b41ee2728b85","8fca95c0-9b7d-456f-8dae-b41ee2728b85",""
"Field","File Size","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","8fca95c0-9b7d-456f-8dae-b41ee2728b85","8fca95c0-9b7d-456f-8dae-b41ee2728b85",""
"Field","Item Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","30bb605f-5bae-48fe-b4e3-1f81d9772af9","30bb605f-5bae-48fe-b4e3-1f81d9772af9",""
"Field","Item Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","30bb605f-5bae-48fe-b4e3-1f81d9772af9","30bb605f-5bae-48fe-b4e3-1f81d9772af9",""
"Field","Sort Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","423874f8-c300-4bfb-b7a1-42e2159e3b19","423874f8-c300-4bfb-b7a1-42e2159e3b19",""
"Field","Sort Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","423874f8-c300-4bfb-b7a1-42e2159e3b19","423874f8-c300-4bfb-b7a1-42e2159e3b19",""
"Field","Effective Permissions Mask","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","ba3c27ee-4791-4867-8821-ff99000bac98","ba3c27ee-4791-4867-8821-ff99000bac98",""
"Field","Effective Permissions Mask","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","ba3c27ee-4791-4867-8821-ff99000bac98","ba3c27ee-4791-4867-8821-ff99000bac98",""
"Field","ID of the User who has the item Checked Out","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","a7b731a3-1df1-4d74-a5c6-e2efba617ae2","a7b731a3-1df1-4d74-a5c6-e2efba617ae2",""
"Field","Is Checked out to local","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","cfaabd0f-bdbd-4bc2-b375-1e779e2cad08","cfaabd0f-bdbd-4bc2-b375-1e779e2cad08",""
"Field","Checked out User","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","3881510a-4e4a-4ee8-b102-8ee8e2d0dd4b","3881510a-4e4a-4ee8-b102-8ee8e2d0dd4b",""
"Field","Checked Out To","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","3881510a-4e4a-4ee8-b102-8ee8e2d0dd4b","3881510a-4e4a-4ee8-b102-8ee8e2d0dd4b",""
"Field","Client Id","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","6d2c4fde-3605-428e-a236-ce5f3dc2b4d4","6d2c4fde-3605-428e-a236-ce5f3dc2b4d4",""
"Field","ScopeId","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","dddd2420-b270-4735-93b5-92b713d0944d","dddd2420-b270-4735-93b5-92b713d0944d",""
"Field","ScopeId","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","dddd2420-b270-4735-93b5-92b713d0944d","dddd2420-b270-4735-93b5-92b713d0944d",""
"Field","Virus Status","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","4a389cb9-54dd-4287-a71a-90ff362028bc","4a389cb9-54dd-4287-a71a-90ff362028bc",""
"Field","Virus Status","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","4a389cb9-54dd-4287-a71a-90ff362028bc","4a389cb9-54dd-4287-a71a-90ff362028bc",""
"Field","Checked Out To","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","9d4adc35-7cc8-498c-8424-ee5fd541e43a","9d4adc35-7cc8-498c-8424-ee5fd541e43a",""
"Field","Check In Comment","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","58014f77-5463-437b-ab67-eec79532da67","58014f77-5463-437b-ab67-eec79532da67",""
"Field","Check In Comment","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","58014f77-5463-437b-ab67-eec79532da67","58014f77-5463-437b-ab67-eec79532da67",""
"Field","Checked Out To","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","e2a15dfd-6ab8-4aec-91ab-02f6b64045b0","e2a15dfd-6ab8-4aec-91ab-02f6b64045b0",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","3c6303be-e21f-4366-80d7-d6d0a3b22c7a","3c6303be-e21f-4366-80d7-d6d0a3b22c7a",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","3c6303be-e21f-4366-80d7-d6d0a3b22c7a","3c6303be-e21f-4366-80d7-d6d0a3b22c7a",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","1344423c-c7f9-4134-88e4-ad842e2d723c","1344423c-c7f9-4134-88e4-ad842e2d723c",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","1344423c-c7f9-4134-88e4-ad842e2d723c","1344423c-c7f9-4134-88e4-ad842e2d723c",""
"Field","Edit Menu Table End","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","2ea78cef-1bf9-4019-960a-02c41636cb47","2ea78cef-1bf9-4019-960a-02c41636cb47",""
"Field","Edit Menu Table End","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","2ea78cef-1bf9-4019-960a-02c41636cb47","2ea78cef-1bf9-4019-960a-02c41636cb47",""
"Field","Server Relative URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","105f76ce-724a-4bba-aece-f81f2fce58f5","105f76ce-724a-4bba-aece-f81f2fce58f5",""
"Field","Server Relative URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","105f76ce-724a-4bba-aece-f81f2fce58f5","105f76ce-724a-4bba-aece-f81f2fce58f5",""
"Field","Encoded Absolute URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","7177cfc7-f399-4d4d-905d-37dd51bc90bf","7177cfc7-f399-4d4d-905d-37dd51bc90bf",""
"Field","Encoded Absolute URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","7177cfc7-f399-4d4d-905d-37dd51bc90bf","7177cfc7-f399-4d4d-905d-37dd51bc90bf",""
"Field","Name","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","7615464b-559e-4302-b8e2-8f440b913101","7615464b-559e-4302-b8e2-8f440b913101",""
"Field","Name","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","7615464b-559e-4302-b8e2-8f440b913101","7615464b-559e-4302-b8e2-8f440b913101",""
"Field","File Size","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","78a07ba4-bda8-4357-9e0f-580d64487583","78a07ba4-bda8-4357-9e0f-580d64487583",""
"Field","File Size","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","78a07ba4-bda8-4357-9e0f-580d64487583","78a07ba4-bda8-4357-9e0f-580d64487583",""
"Field","Property Bag","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","687c7f94-686a-42d3-9b67-2782eac4b4f8","687c7f94-686a-42d3-9b67-2782eac4b4f8",""
"Field","Property Bag","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/SiteAssets","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/SiteAssets","687c7f94-686a-42d3-9b67-2782eac4b4f8","687c7f94-686a-42d3-9b67-2782eac4b4f8",""
