Source,Destination,Status,Total bytes,Total GB,Migrated bytes,Migrated GB,GB not migrated,Total scanned item,Total to be migrated,Migrated items,Items not migrated,Warning count,Start time,End time,Duration,GB/hour,Round number,Workflow ID,Task ID,Log Path
"http://sibourdatest.centralus.cloudapp.azure.com/sites/Reports","https://contosodemosj.sharepoint.com/sites/Reports","Completed","1701","0","1701","0","0","9","9","9","0","0","5/4/2018 12:06:46 PM","5/4/2018 12:12:22 PM","0:05:36","0","2","fb9b3255-6001-4fc7-a4af-dfaa79dcf22e","98f4c50e-33e7-49a9-a065-4d5f026913ac","C:\Users\bourd\AppData\Roaming\Microsoft\MigrationTool\Contosodemosj.onmicrosoft.com\WF_fb9b3255\Report\TaskReport_98f4c50e"
