Serial#,Time,Status,ScanItems,ScanFiles,ScanBadFiles,ScanFilterout,ScanTotalBytes,BytesMigrated,FinishedPacks,MigratedPacks,FinishedFiles,MigratedFiles,WorklistCount,CurrentPackedPks,CurrentUploadedPks,CurrentSubmittedPks,Thread_Pack,Thread_Upload,Thread_Submit,Thread_Total,Errors,Warnings,Memory
"822","2018-10-30 09:23:37","SCANNING","6459","6060","4121","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211038208"
"823","2018-10-30 09:23:38","SCANNING","6462","6063","4124","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209657856"
"824","2018-10-30 09:23:40","SCANNING","6465","6066","4127","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211791872"
"825","2018-10-30 09:23:41","SCANNING","6469","6070","4131","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209690624"
"826","2018-10-30 09:23:44","SCANNING","6475","6074","4135","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209395712"
"827","2018-10-30 09:23:46","SCANNING","6478","6077","4138","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209395712"
"828","2018-10-30 09:23:47","SCANNING","6481","6080","4141","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209055744"
"829","2018-10-30 09:23:49","SCANNING","6483","6082","4143","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209027072"
"830","2018-10-30 09:23:51","SCANNING","6486","6085","4146","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209043456"
"831","2018-10-30 09:23:52","SCANNING","6489","6088","4149","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209068032"
"832","2018-10-30 09:23:54","SCANNING","6492","6091","4152","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209092608"
"833","2018-10-30 09:23:55","SCANNING","6494","6093","4154","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209465344"
"834","2018-10-30 09:23:57","SCANNING","6497","6096","4157","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209956864"
"835","2018-10-30 09:23:59","SCANNING","6500","6099","4160","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210923520"
"836","2018-10-30 09:24:00","SCANNING","6502","6101","4162","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210022400"
"837","2018-10-30 09:24:02","SCANNING","6505","6104","4165","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210149376"
"838","2018-10-30 09:24:04","SCANNING","6510","6108","4169","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210149376"
"839","2018-10-30 09:24:05","SCANNING","6511","6109","4170","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210120704"
"840","2018-10-30 09:24:07","SCANNING","6513","6111","4172","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210120704"
"841","2018-10-30 09:24:08","SCANNING","6516","6114","4175","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210149376"
"842","2018-10-30 09:24:10","SCANNING","6519","6117","4178","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210120704"
"843","2018-10-30 09:24:11","SCANNING","6522","6120","4181","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210120704"
"844","2018-10-30 09:24:13","SCANNING","6524","6122","4183","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210309120"
"845","2018-10-30 09:24:14","SCANNING","6527","6125","4186","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210280448"
"846","2018-10-30 09:24:31","SCANNING","6529","6127","4188","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210362368"
"847","2018-10-30 09:24:32","SCANNING","6531","6129","4190","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210399232"
"848","2018-10-30 09:24:34","SCANNING","6534","6132","4193","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210411520"
"849","2018-10-30 09:24:36","SCANNING","6537","6135","4196","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209244160"
"850","2018-10-30 09:24:37","SCANNING","6540","6138","4199","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209207296"
"851","2018-10-30 09:24:39","SCANNING","6543","6141","4202","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209178624"
"852","2018-10-30 09:24:41","SCANNING","6551","6146","4207","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209207296"
"853","2018-10-30 09:24:46","SCANNING","6556","6151","4212","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209338368"
"854","2018-10-30 09:24:47","SCANNING","6560","6155","4216","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209309696"
"855","2018-10-30 09:24:49","SCANNING","6564","6159","4220","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209309696"
"856","2018-10-30 09:24:50","SCANNING","6569","6164","4225","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209731584"
"857","2018-10-30 09:24:52","SCANNING","6576","6171","4232","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209702912"
"858","2018-10-30 09:24:53","SCANNING","6582","6177","4238","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209731584"
"859","2018-10-30 09:24:55","SCANNING","6589","6184","4245","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209711104"
"860","2018-10-30 09:24:56","SCANNING","6594","6189","4250","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209784832"
"861","2018-10-30 09:24:58","SCANNING","6601","6195","4256","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210198528"
"862","2018-10-30 09:24:59","SCANNING","6607","6201","4262","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213479424"
"863","2018-10-30 09:25:01","SCANNING","6613","6207","4268","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211750912"
"864","2018-10-30 09:25:02","SCANNING","6616","6210","4271","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212856832"
"865","2018-10-30 09:25:04","SCANNING","6622","6216","4277","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212905984"
"866","2018-10-30 09:25:05","SCANNING","6628","6222","4283","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212738048"
"867","2018-10-30 09:25:07","SCANNING","6632","6226","4287","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212742144"
"868","2018-10-30 09:25:08","SCANNING","6639","6233","4294","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213221376"
"869","2018-10-30 09:25:10","SCANNING","6644","6238","4299","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212717568"
"870","2018-10-30 09:25:11","SCANNING","6651","6245","4306","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212762624"
"871","2018-10-30 09:25:13","SCANNING","6658","6252","4313","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212733952"
"872","2018-10-30 09:25:14","SCANNING","6665","6257","4318","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212762624"
"873","2018-10-30 09:25:16","SCANNING","6669","6260","4321","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212647936"
"874","2018-10-30 09:25:17","SCANNING","6673","6264","4325","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212639744"
"875","2018-10-30 09:25:19","SCANNING","6677","6268","4329","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212611072"
"876","2018-10-30 09:25:20","SCANNING","6685","6272","4333","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212873216"
"877","2018-10-30 09:25:22","SCANNING","6691","6277","4338","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212893696"
"878","2018-10-30 09:25:23","SCANNING","6696","6282","4343","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213250048"
"879","2018-10-30 09:25:25","SCANNING","6705","6287","4348","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213266432"
"880","2018-10-30 09:25:26","SCANNING","6711","6292","4353","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213708800"
"881","2018-10-30 09:25:28","SCANNING","6715","6296","4357","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212934656"
"882","2018-10-30 09:25:30","SCANNING","6719","6300","4361","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210505728"
"883","2018-10-30 09:25:31","SCANNING","6724","6305","4366","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214056960"
"884","2018-10-30 09:25:33","SCANNING","6728","6309","4370","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210522112"
"885","2018-10-30 09:25:34","SCANNING","6738","6314","4375","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210534400"
"886","2018-10-30 09:25:36","SCANNING","6742","6318","4379","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210923520"
"887","2018-10-30 09:25:37","SCANNING","6746","6322","4383","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210927616"
"888","2018-10-30 09:25:39","SCANNING","6750","6326","4387","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211189760"
"889","2018-10-30 09:25:41","SCANNING","6755","6331","4392","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211255296"
"890","2018-10-30 09:25:42","SCANNING","6759","6335","4396","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211648512"
"891","2018-10-30 09:25:44","SCANNING","6767","6338","4399","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211648512"
"892","2018-10-30 09:25:45","SCANNING","6772","6343","4404","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211681280"
"893","2018-10-30 09:25:47","SCANNING","6776","6347","4408","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211968000"
"894","2018-10-30 09:25:48","SCANNING","6780","6351","4412","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211980288"
"895","2018-10-30 09:25:50","SCANNING","6791","6357","4418","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212422656"
"896","2018-10-30 09:25:52","SCANNING","6796","6362","4423","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212910080"
"897","2018-10-30 09:25:53","SCANNING","6800","6366","4427","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213172224"
"898","2018-10-30 09:25:55","SCANNING","6805","6371","4432","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213188608"
"899","2018-10-30 09:25:56","SCANNING","6814","6375","4436","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211570688"
"900","2018-10-30 09:25:58","SCANNING","6818","6379","4440","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213970944"
"901","2018-10-30 09:25:59","SCANNING","6822","6383","4444","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211570688"
"902","2018-10-30 09:26:01","SCANNING","6826","6387","4448","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211652608"
"903","2018-10-30 09:26:03","SCANNING","6838","6394","4455","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211607552"
"904","2018-10-30 09:26:05","SCANNING","6843","6399","4460","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211599360"
"905","2018-10-30 09:26:06","SCANNING","6847","6403","4464","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211791872"
"906","2018-10-30 09:26:08","SCANNING","6850","6406","4467","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211791872"
"907","2018-10-30 09:26:09","SCANNING","6858","6410","4471","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212246528"
"908","2018-10-30 09:26:11","SCANNING","6863","6415","4476","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212262912"
"909","2018-10-30 09:26:12","SCANNING","6868","6420","4481","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212623360"
"910","2018-10-30 09:26:14","SCANNING","6877","6425","4486","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212635648"
"911","2018-10-30 09:26:15","SCANNING","6882","6430","4491","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212992000"
"912","2018-10-30 09:26:17","SCANNING","6887","6435","4496","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213000192"
"913","2018-10-30 09:26:19","SCANNING","6896","6440","4501","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210370560"
"914","2018-10-30 09:26:20","SCANNING","6901","6445","4506","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210399232"
"915","2018-10-30 09:26:22","SCANNING","6907","6451","4512","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210370560"
"916","2018-10-30 09:26:23","SCANNING","6914","6458","4519","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210489344"
"917","2018-10-30 09:26:25","SCANNING","6920","6463","4524","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210890752"
"918","2018-10-30 09:26:26","SCANNING","6925","6468","4529","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211140608"
"919","2018-10-30 09:26:28","SCANNING","6931","6474","4535","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211271680"
"920","2018-10-30 09:26:29","SCANNING","6935","6478","4539","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211271680"
"921","2018-10-30 09:26:31","SCANNING","6941","6483","4544","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211623936"
"922","2018-10-30 09:26:32","SCANNING","6948","6490","4551","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","211783680"
"923","2018-10-30 09:26:34","SCANNING","6953","6495","4556","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212066304"
"924","2018-10-30 09:26:35","SCANNING","6959","6501","4562","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212185088"
"925","2018-10-30 09:26:37","SCANNING","6964","6506","4567","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212582400"
"926","2018-10-30 09:26:38","SCANNING","6970","6512","4573","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212566016"
"927","2018-10-30 09:26:40","SCANNING","6977","6517","4578","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213032960"
"928","2018-10-30 09:26:41","SCANNING","6981","6521","4582","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213233664"
"929","2018-10-30 09:26:43","SCANNING","6985","6525","4586","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213504000"
"930","2018-10-30 09:26:44","SCANNING","6989","6529","4590","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213536768"
"931","2018-10-30 09:26:46","SCANNING","6994","6534","4595","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213966848"
"932","2018-10-30 09:26:47","SCANNING","7000","6539","4600","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213991424"
"933","2018-10-30 09:26:49","SCANNING","7007","6546","4607","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213831680"
"934","2018-10-30 09:26:50","SCANNING","7013","6552","4613","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213872640"
"935","2018-10-30 09:26:52","SCANNING","7019","6558","4619","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213901312"
"936","2018-10-30 09:26:53","SCANNING","7025","6564","4625","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","215023616"
"937","2018-10-30 09:26:55","SCANNING","7032","6569","4630","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213778432"
"938","2018-10-30 09:26:56","SCANNING","7038","6575","4636","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213733376"
"939","2018-10-30 09:26:58","SCANNING","7045","6581","4642","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213471232"
"940","2018-10-30 09:26:59","SCANNING","7051","6587","4648","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213499904"
"941","2018-10-30 09:27:01","SCANNING","7059","6594","4655","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","217554944"
"942","2018-10-30 09:27:02","SCANNING","7063","6598","4659","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213557248"
"943","2018-10-30 09:27:04","SCANNING","7068","6603","4664","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213528576"
"944","2018-10-30 09:27:05","SCANNING","7074","6609","4670","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213610496"
"945","2018-10-30 09:27:07","SCANNING","7080","6615","4676","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213635072"
"946","2018-10-30 09:27:09","SCANNING","7086","6621","4682","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213704704"
"947","2018-10-30 09:27:10","SCANNING","7092","6627","4688","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213676032"
"948","2018-10-30 09:27:12","SCANNING","7099","6634","4695","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213581824"
"949","2018-10-30 09:27:13","SCANNING","7104","6639","4700","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213553152"
"950","2018-10-30 09:27:15","SCANNING","7109","6644","4705","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213536768"
"951","2018-10-30 09:27:16","SCANNING","7111","6646","4707","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213508096"
"952","2018-10-30 09:27:18","SCANNING","7116","6651","4712","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213528576"
"953","2018-10-30 09:27:19","SCANNING","7123","6657","4718","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213610496"
"954","2018-10-30 09:27:21","SCANNING","7129","6663","4724","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214220800"
"955","2018-10-30 09:27:22","SCANNING","7134","6668","4729","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214192128"
"956","2018-10-30 09:27:24","SCANNING","7139","6673","4734","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214192128"
"957","2018-10-30 09:27:25","SCANNING","7145","6679","4740","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214097920"
"958","2018-10-30 09:27:27","SCANNING","7153","6686","4747","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","216367104"
"959","2018-10-30 09:27:28","SCANNING","7157","6690","4751","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214069248"
"960","2018-10-30 09:27:30","SCANNING","7163","6696","4757","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214089728"
"961","2018-10-30 09:27:31","SCANNING","7170","6703","4764","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214151168"
"962","2018-10-30 09:27:33","SCANNING","7178","6710","4771","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214614016"
"963","2018-10-30 09:27:34","SCANNING","7184","6716","4777","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","215965696"
"964","2018-10-30 09:27:36","SCANNING","7190","6722","4783","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214097920"
"965","2018-10-30 09:27:38","SCANNING","7196","6728","4789","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214069248"
"966","2018-10-30 09:27:39","SCANNING","7202","6734","4795","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214097920"
"967","2018-10-30 09:27:41","SCANNING","7208","6740","4801","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214056960"
"968","2018-10-30 09:27:42","SCANNING","7216","6747","4808","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214118400"
"969","2018-10-30 09:27:44","SCANNING","7223","6753","4814","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","215666688"
"970","2018-10-30 09:27:45","SCANNING","7230","6760","4821","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212119552"
"971","2018-10-30 09:27:47","SCANNING","7238","6767","4828","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212086784"
"972","2018-10-30 09:27:49","SCANNING","7244","6773","4834","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212058112"
"973","2018-10-30 09:27:50","SCANNING","7249","6778","4839","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212021248"
"974","2018-10-30 09:27:52","SCANNING","7255","6784","4845","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212033536"
"975","2018-10-30 09:27:53","SCANNING","7262","6791","4852","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212127744"
"976","2018-10-30 09:27:55","SCANNING","7268","6797","4858","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212123648"
"977","2018-10-30 09:27:56","SCANNING","7273","6802","4863","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212152320"
"978","2018-10-30 09:27:58","SCANNING","7280","6808","4869","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212123648"
"979","2018-10-30 09:27:59","SCANNING","7285","6813","4874","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212152320"
"980","2018-10-30 09:28:01","SCANNING","7291","6819","4880","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","215629824"
"981","2018-10-30 09:28:02","SCANNING","7297","6825","4886","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212414464"
"982","2018-10-30 09:28:04","SCANNING","7304","6831","4892","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212414464"
"983","2018-10-30 09:28:05","SCANNING","7309","6836","4897","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212402176"
"984","2018-10-30 09:28:07","SCANNING","7316","6843","4904","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213151744"
"985","2018-10-30 09:28:08","SCANNING","7322","6849","4910","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207376384"
"986","2018-10-30 09:28:10","SCANNING","7329","6855","4916","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207347712"
"987","2018-10-30 09:28:11","SCANNING","7335","6861","4922","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207347712"
"988","2018-10-30 09:28:13","SCANNING","7340","6866","4927","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207347712"
"989","2018-10-30 09:28:14","SCANNING","7346","6871","4932","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207310848"
"990","2018-10-30 09:28:16","SCANNING","7349","6874","4935","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207314944"
"991","2018-10-30 09:28:17","SCANNING","7353","6878","4939","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207257600"
"992","2018-10-30 09:28:19","SCANNING","7357","6882","4943","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207257600"
"993","2018-10-30 09:28:20","SCANNING","7361","6886","4947","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207286272"
"994","2018-10-30 09:28:22","SCANNING","7366","6891","4952","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208035840"
"995","2018-10-30 09:28:23","SCANNING","7370","6895","4956","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206217216"
"996","2018-10-30 09:28:25","SCANNING","7374","6899","4960","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207097856"
"997","2018-10-30 09:28:26","SCANNING","7379","6904","4965","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208011264"
"998","2018-10-30 09:28:28","SCANNING","7384","6909","4970","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208809984"
"999","2018-10-30 09:28:29","SCANNING","7388","6913","4974","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209752064"
"1000","2018-10-30 09:28:31","SCANNING","7393","6918","4979","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204550144"
"1001","2018-10-30 09:28:33","SCANNING","7399","6923","4984","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207114240"
"1002","2018-10-30 09:28:34","SCANNING","7404","6928","4989","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204525568"
"1003","2018-10-30 09:28:36","SCANNING","7410","6933","4994","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204525568"
"1004","2018-10-30 09:28:37","SCANNING","7414","6937","4998","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204558336"
"1005","2018-10-30 09:28:39","SCANNING","7417","6940","5001","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204529664"
"1006","2018-10-30 09:28:40","SCANNING","7422","6944","5005","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204521472"
"1007","2018-10-30 09:28:42","SCANNING","7426","6948","5009","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204492800"
"1008","2018-10-30 09:28:43","SCANNING","7431","6953","5014","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204779520"
"1009","2018-10-30 09:28:45","SCANNING","7434","6956","5017","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205561856"
"1010","2018-10-30 09:28:46","SCANNING","7439","6960","5021","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206487552"
"1011","2018-10-30 09:28:48","SCANNING","7443","6964","5025","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207425536"
"1012","2018-10-30 09:28:49","SCANNING","7445","6966","5027","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208310272"
