Serial#,Time,Status,ScanItems,ScanFiles,ScanBadFiles,ScanFilterout,ScanTotalBytes,BytesMigrated,FinishedPacks,MigratedPacks,FinishedFiles,MigratedFiles,WorklistCount,CurrentPackedPks,CurrentUploadedPks,CurrentSubmittedPks,Thread_Pack,Thread_Upload,Thread_Submit,Thread_Total,Errors,Warnings,Memory
"630","2018-10-30 09:18:43","SCANNING","5523","5179","3263","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207876096"
"631","2018-10-30 09:18:44","SCANNING","5529","5185","3269","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207876096"
"632","2018-10-30 09:18:46","SCANNING","5535","5191","3275","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207876096"
"633","2018-10-30 09:18:47","SCANNING","5541","5197","3281","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207888384"
"634","2018-10-30 09:18:49","SCANNING","5547","5203","3287","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207937536"
"635","2018-10-30 09:18:50","SCANNING","5553","5209","3293","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208576512"
"636","2018-10-30 09:18:52","SCANNING","5559","5215","3299","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208584704"
"637","2018-10-30 09:18:54","SCANNING","5565","5221","3305","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208617472"
"638","2018-10-30 09:18:55","SCANNING","5571","5227","3311","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208588800"
"639","2018-10-30 09:18:57","SCANNING","5577","5233","3317","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208945152"
"640","2018-10-30 09:18:58","SCANNING","5583","5239","3323","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208916480"
"641","2018-10-30 09:19:00","SCANNING","5589","5245","3329","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209313792"
"642","2018-10-30 09:19:01","SCANNING","5594","5250","3334","1","253442576","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209334272"
"643","2018-10-30 09:19:03","SCANNING","5610","5264","3340","1","253448352","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209866752"
"644","2018-10-30 09:19:05","SCANNING","5631","5283","3344","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210169856"
"645","2018-10-30 09:19:06","SCANNING","5636","5288","3349","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210186240"
"646","2018-10-30 09:19:08","SCANNING","5642","5294","3355","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210595840"
"647","2018-10-30 09:19:09","SCANNING","5648","5300","3361","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210616320"
"648","2018-10-30 09:19:11","SCANNING","5653","5305","3366","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208781312"
"649","2018-10-30 09:19:12","SCANNING","5659","5311","3372","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208752640"
"650","2018-10-30 09:19:14","SCANNING","5665","5317","3378","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208556032"
"651","2018-10-30 09:19:15","SCANNING","5672","5321","3382","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208420864"
"652","2018-10-30 09:19:17","SCANNING","5680","5327","3388","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208449536"
"653","2018-10-30 09:19:18","SCANNING","5684","5331","3392","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208420864"
"654","2018-10-30 09:19:20","SCANNING","5691","5338","3399","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209575936"
"655","2018-10-30 09:19:21","SCANNING","5697","5344","3405","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208433152"
"656","2018-10-30 09:19:23","SCANNING","5706","5350","3411","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208883712"
"657","2018-10-30 09:19:24","SCANNING","5712","5356","3417","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209244160"
"658","2018-10-30 09:19:26","SCANNING","5719","5361","3422","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208699392"
"659","2018-10-30 09:19:27","SCANNING","5724","5366","3427","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208437248"
"660","2018-10-30 09:19:29","SCANNING","5730","5372","3433","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208408576"
"661","2018-10-30 09:19:31","SCANNING","5735","5377","3438","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208437248"
"662","2018-10-30 09:19:32","SCANNING","5741","5383","3444","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208408576"
"663","2018-10-30 09:19:34","SCANNING","5750","5388","3449","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207912960"
"664","2018-10-30 09:19:35","SCANNING","5755","5393","3454","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207884288"
"665","2018-10-30 09:19:37","SCANNING","5761","5399","3460","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207790080"
"666","2018-10-30 09:19:38","SCANNING","5768","5406","3467","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210059264"
"667","2018-10-30 09:19:40","SCANNING","5774","5412","3473","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207790080"
"668","2018-10-30 09:19:41","SCANNING","5778","5416","3477","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207761408"
"669","2018-10-30 09:19:43","SCANNING","5792","5422","3483","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207790080"
"670","2018-10-30 09:19:44","SCANNING","5799","5429","3490","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207790080"
"671","2018-10-30 09:19:46","SCANNING","5804","5434","3495","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"672","2018-10-30 09:19:47","SCANNING","5813","5440","3501","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207716352"
"673","2018-10-30 09:19:49","SCANNING","5820","5446","3507","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"674","2018-10-30 09:19:50","SCANNING","5827","5452","3513","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207716352"
"675","2018-10-30 09:19:52","SCANNING","5833","5458","3519","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"676","2018-10-30 09:19:53","SCANNING","5839","5464","3525","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"677","2018-10-30 09:19:55","SCANNING","5845","5470","3531","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"678","2018-10-30 09:19:56","SCANNING","5851","5474","3535","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"679","2018-10-30 09:19:58","SCANNING","5854","5477","3538","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207687680"
"680","2018-10-30 09:19:59","SCANNING","5857","5480","3541","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207847424"
"681","2018-10-30 09:20:01","SCANNING","5861","5484","3545","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207917056"
"682","2018-10-30 09:20:02","SCANNING","5864","5487","3548","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207945728"
"683","2018-10-30 09:20:04","SCANNING","5867","5490","3551","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207917056"
"684","2018-10-30 09:20:05","SCANNING","5871","5494","3555","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208044032"
"685","2018-10-30 09:20:07","SCANNING","5874","5497","3558","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208375808"
"686","2018-10-30 09:20:08","SCANNING","5878","5501","3562","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208347136"
"687","2018-10-30 09:20:10","SCANNING","5885","5506","3567","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210477056"
"688","2018-10-30 09:20:11","SCANNING","5889","5510","3571","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208347136"
"689","2018-10-30 09:20:13","SCANNING","5893","5514","3575","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208347136"
"690","2018-10-30 09:20:14","SCANNING","5898","5519","3580","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208347136"
"691","2018-10-30 09:20:16","SCANNING","5902","5523","3584","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208248832"
"692","2018-10-30 09:20:17","SCANNING","5907","5527","3588","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208277504"
"693","2018-10-30 09:20:19","SCANNING","5911","5531","3592","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208039936"
"694","2018-10-30 09:20:20","SCANNING","5915","5535","3596","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208068608"
"695","2018-10-30 09:20:22","SCANNING","5919","5539","3600","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208039936"
"696","2018-10-30 09:20:23","SCANNING","5923","5543","3604","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208171008"
"697","2018-10-30 09:20:25","SCANNING","5929","5548","3609","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207908864"
"698","2018-10-30 09:20:27","SCANNING","5933","5552","3613","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207630336"
"699","2018-10-30 09:20:28","SCANNING","5937","5556","3617","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207601664"
"700","2018-10-30 09:20:30","SCANNING","5941","5560","3621","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207601664"
"701","2018-10-30 09:20:32","SCANNING","5945","5564","3625","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207663104"
"702","2018-10-30 09:20:33","SCANNING","5949","5568","3629","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207699968"
"703","2018-10-30 09:20:35","SCANNING","5953","5572","3633","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207736832"
"704","2018-10-30 09:20:36","SCANNING","5956","5575","3636","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207732736"
"705","2018-10-30 09:20:38","SCANNING","5961","5579","3640","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207732736"
"706","2018-10-30 09:20:39","SCANNING","5963","5581","3642","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207732736"
"707","2018-10-30 09:20:41","SCANNING","5966","5584","3645","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207761408"
"708","2018-10-30 09:20:42","SCANNING","5970","5588","3649","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206950400"
"709","2018-10-30 09:20:44","SCANNING","5973","5591","3652","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206921728"
"710","2018-10-30 09:20:45","SCANNING","5977","5595","3656","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206921728"
"711","2018-10-30 09:20:47","SCANNING","5981","5599","3660","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209944576"
"712","2018-10-30 09:20:48","SCANNING","5986","5603","3664","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206794752"
"713","2018-10-30 09:20:50","SCANNING","5990","5607","3668","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207220736"
"714","2018-10-30 09:20:51","SCANNING","5994","5611","3672","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207622144"
"715","2018-10-30 09:20:53","SCANNING","5998","5615","3676","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207163392"
"716","2018-10-30 09:20:54","SCANNING","6005","5619","3680","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207134720"
"717","2018-10-30 09:20:56","SCANNING","6009","5623","3684","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207163392"
"718","2018-10-30 09:20:57","SCANNING","6014","5628","3689","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210481152"
"719","2018-10-30 09:20:59","SCANNING","6018","5632","3693","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207360000"
"720","2018-10-30 09:21:00","SCANNING","6024","5638","3699","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207396864"
"721","2018-10-30 09:21:02","SCANNING","6029","5643","3704","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207478784"
"722","2018-10-30 09:21:03","SCANNING","6034","5647","3708","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207450112"
"723","2018-10-30 09:21:05","SCANNING","6038","5651","3712","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207466496"
"724","2018-10-30 09:21:06","SCANNING","6040","5653","3714","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207912960"
"725","2018-10-30 09:21:08","SCANNING","6044","5657","3718","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207921152"
"726","2018-10-30 09:21:09","SCANNING","6048","5661","3722","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207519744"
"727","2018-10-30 09:21:11","SCANNING","6052","5665","3726","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207507456"
"728","2018-10-30 09:21:12","SCANNING","6055","5668","3729","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207462400"
"729","2018-10-30 09:21:14","SCANNING","6058","5671","3732","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207491072"
"730","2018-10-30 09:21:15","SCANNING","6062","5675","3736","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207462400"
"731","2018-10-30 09:21:17","SCANNING","6066","5679","3740","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207691776"
"732","2018-10-30 09:21:18","SCANNING","6071","5683","3744","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207663104"
"733","2018-10-30 09:21:20","SCANNING","6075","5687","3748","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208084992"
"734","2018-10-30 09:21:21","SCANNING","6079","5691","3752","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208015360"
"735","2018-10-30 09:21:23","SCANNING","6083","5695","3756","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208015360"
"736","2018-10-30 09:21:24","SCANNING","6086","5698","3759","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207917056"
"737","2018-10-30 09:21:26","SCANNING","6090","5702","3763","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207888384"
"738","2018-10-30 09:21:28","SCANNING","6094","5706","3767","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207273984"
"739","2018-10-30 09:21:29","SCANNING","6098","5710","3771","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207269888"
"740","2018-10-30 09:21:31","SCANNING","6104","5715","3776","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207364096"
"741","2018-10-30 09:21:32","SCANNING","6108","5719","3780","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207335424"
"742","2018-10-30 09:21:34","SCANNING","6112","5723","3784","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207335424"
"743","2018-10-30 09:21:36","SCANNING","6116","5727","3788","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204181504"
"744","2018-10-30 09:21:37","SCANNING","6120","5731","3792","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204181504"
"745","2018-10-30 09:21:39","SCANNING","6124","5735","3796","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204210176"
"746","2018-10-30 09:21:40","SCANNING","6128","5739","3800","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204316672"
"747","2018-10-30 09:21:42","SCANNING","6131","5742","3803","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204550144"
"748","2018-10-30 09:21:43","SCANNING","6134","5745","3806","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204550144"
"749","2018-10-30 09:21:45","SCANNING","6138","5749","3810","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","203030528"
"750","2018-10-30 09:21:46","SCANNING","6142","5753","3814","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","203390976"
"751","2018-10-30 09:21:48","SCANNING","6146","5756","3817","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","203821056"
"752","2018-10-30 09:21:49","SCANNING","6150","5760","3821","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204177408"
"753","2018-10-30 09:21:51","SCANNING","6154","5764","3825","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208896000"
"754","2018-10-30 09:21:53","SCANNING","6158","5768","3829","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206143488"
"755","2018-10-30 09:21:54","SCANNING","6162","5772","3833","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206970880"
"756","2018-10-30 09:21:56","SCANNING","6167","5777","3838","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204251136"
"757","2018-10-30 09:21:58","SCANNING","6174","5783","3844","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204185600"
"758","2018-10-30 09:21:59","SCANNING","6179","5788","3849","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204156928"
"759","2018-10-30 09:22:01","SCANNING","6183","5792","3853","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204185600"
"760","2018-10-30 09:22:02","SCANNING","6187","5796","3857","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204156928"
"761","2018-10-30 09:22:04","SCANNING","6190","5799","3860","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204398592"
"762","2018-10-30 09:22:05","SCANNING","6194","5803","3864","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204386304"
"763","2018-10-30 09:22:07","SCANNING","6199","5808","3869","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","204427264"
"764","2018-10-30 09:22:09","SCANNING","6203","5812","3873","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207417344"
"765","2018-10-30 09:22:10","SCANNING","6208","5817","3878","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","205418496"
"766","2018-10-30 09:22:12","SCANNING","6214","5822","3883","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","206725120"
"767","2018-10-30 09:22:13","SCANNING","6219","5827","3888","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","207650816"
"768","2018-10-30 09:22:15","SCANNING","6222","5830","3891","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208949248"
"769","2018-10-30 09:22:16","SCANNING","6227","5835","3896","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208920576"
"770","2018-10-30 09:22:18","SCANNING","6230","5838","3899","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208764928"
"771","2018-10-30 09:22:19","SCANNING","6235","5843","3904","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208736256"
"772","2018-10-30 09:22:21","SCANNING","6239","5847","3908","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208769024"
"773","2018-10-30 09:22:22","SCANNING","6243","5851","3912","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208736256"
"774","2018-10-30 09:22:24","SCANNING","6247","5855","3916","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208736256"
"775","2018-10-30 09:22:25","SCANNING","6252","5860","3921","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208769024"
"776","2018-10-30 09:22:27","SCANNING","6256","5864","3925","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208736256"
"777","2018-10-30 09:22:28","SCANNING","6259","5867","3928","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208789504"
"778","2018-10-30 09:22:30","SCANNING","6263","5871","3932","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208789504"
"779","2018-10-30 09:22:31","SCANNING","6268","5876","3937","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208867328"
"780","2018-10-30 09:22:33","SCANNING","6276","5881","3942","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","208912384"
"781","2018-10-30 09:22:34","SCANNING","6283","5888","3949","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209494016"
"782","2018-10-30 09:22:36","SCANNING","6290","5895","3956","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212660224"
"783","2018-10-30 09:22:37","SCANNING","6296","5901","3962","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209412096"
"784","2018-10-30 09:22:39","SCANNING","6302","5907","3968","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209420288"
"785","2018-10-30 09:22:40","SCANNING","6308","5913","3974","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209448960"
"786","2018-10-30 09:22:42","SCANNING","6314","5917","3978","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209448960"
"787","2018-10-30 09:22:43","SCANNING","6318","5921","3982","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209457152"
"788","2018-10-30 09:22:45","SCANNING","6322","5925","3986","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209457152"
"789","2018-10-30 09:22:46","SCANNING","6326","5929","3990","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209485824"
"790","2018-10-30 09:22:48","SCANNING","6329","5932","3993","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209457152"
"791","2018-10-30 09:22:49","SCANNING","6334","5937","3998","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209485824"
"792","2018-10-30 09:22:51","SCANNING","6337","5940","4001","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209457152"
"793","2018-10-30 09:22:53","SCANNING","6341","5944","4005","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209457152"
"794","2018-10-30 09:22:54","SCANNING","6345","5948","4009","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209702912"
"795","2018-10-30 09:22:56","SCANNING","6350","5953","4014","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209317888"
"796","2018-10-30 09:22:57","SCANNING","6354","5957","4018","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209354752"
"797","2018-10-30 09:22:59","SCANNING","6357","5960","4021","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209326080"
"798","2018-10-30 09:23:00","SCANNING","6361","5964","4025","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209092608"
"799","2018-10-30 09:23:02","SCANNING","6365","5968","4029","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209162240"
"800","2018-10-30 09:23:03","SCANNING","6369","5972","4033","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209162240"
"801","2018-10-30 09:23:05","SCANNING","6374","5976","4037","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209162240"
"802","2018-10-30 09:23:06","SCANNING","6377","5979","4040","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209162240"
"803","2018-10-30 09:23:08","SCANNING","6381","5983","4044","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209190912"
"804","2018-10-30 09:23:09","SCANNING","6385","5987","4048","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209199104"
"805","2018-10-30 09:23:11","SCANNING","6390","5992","4053","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209272832"
"806","2018-10-30 09:23:12","SCANNING","6394","5996","4057","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","209276928"
"807","2018-10-30 09:23:14","SCANNING","6398","6000","4061","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","212815872"
"808","2018-10-30 09:23:15","SCANNING","6403","6005","4066","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210608128"
"809","2018-10-30 09:23:17","SCANNING","6407","6009","4070","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210591744"
"810","2018-10-30 09:23:18","SCANNING","6411","6013","4074","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","213188608"
"811","2018-10-30 09:23:20","SCANNING","6415","6017","4078","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210472960"
"812","2018-10-30 09:23:21","SCANNING","6419","6021","4082","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210698240"
"813","2018-10-30 09:23:23","SCANNING","6423","6025","4086","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214827008"
"814","2018-10-30 09:23:24","SCANNING","6427","6029","4090","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210763776"
"815","2018-10-30 09:23:26","SCANNING","6432","6033","4094","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210771968"
"816","2018-10-30 09:23:27","SCANNING","6436","6037","4098","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210788352"
"817","2018-10-30 09:23:29","SCANNING","6440","6041","4102","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","214069248"
"818","2018-10-30 09:23:30","SCANNING","6443","6044","4105","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210788352"
"819","2018-10-30 09:23:32","SCANNING","6447","6048","4109","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210817024"
"820","2018-10-30 09:23:33","SCANNING","6451","6052","4113","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210788352"
"821","2018-10-30 09:23:35","SCANNING","6455","6056","4117","1","253462733","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","210821120"
