Incremental round,Scanned,Item scan failures,Filtered out items,Expected migrated file count,Read,Packaged,Uploaded,ReUploaded,Submitted,ReSubmitted,Migrated,Failed reading,Failed packaging,Failed uploading,Failed submitting,Failed querying,Device name
R1,7617,5678,1,1938,0,0,0,0,0,0,0,0,0,0,0,0,YANISTA
