Package#,Status,PACK_START,PACK_END,UPLOAD_START,UPLOAD_END,JOB_SUBMIT,JOB_START,JOB_LASTMSG,JOB_END,RT_UPLOAD,RT_SUBMIT,RT_QUERY,FileCount,Size,FileCreated,BytesCreated,PackageID,JobID

