Serial#,Package#,Status,TimeStmp,File Count,Size,RT_Upload,RT_Submit,RT_Query,TimeSpan_Pack,TimeSpan_Upload,TimeSpan_JobStart,TimeSpan_Process,PackageID,JobID,Error Message
"0","0","Job succeed","2018-10-26 10:02:28","5","94096","0","0","0","37","16","11","10","66911775-17ca-4a55-9f3e-d9f170737827","ffac0149-c23e-4b58-9a2a-2d27d9bb3b2b",""
