Source,Destination,Status,Total bytes,Total GB,Migrated bytes,Migrated GB,GB not migrated,Total scanned item,Total to be migrated,Migrated items,Items not migrated,Warning count,Start time,End time,Duration,GB/hour,Round number,Workflow ID,Task ID,Log Path
"http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","Completed","94044","0","94044","0","0","7","7","7","0","0","10/26/2018 9:55:48 AM","10/26/2018 10:03:58 AM","0:08:09","0","2","a410e0a3-2cf2-49db-88a6-3f95e047ee71","053c8af4-3763-4644-a932-e7435b4d779d","C:\Users\bourd\AppData\Roaming\Microsoft\MigrationTool\microsoft.com\WF_a410e0a3\Report\TaskReport_053c8af4"
